blinded_case_id,sample_bucket,assertion_id,gene,variant_identifier,baseline_condition_label,followup_condition_label,domain,CAB_regime,CAB_routing_action,reason_code,evidence_fields_shown_to_adjudicator,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,recommended_adjudication_question,expected_expert_decision_category,endpoint_status_hidden_shown_flag
CABCASE_1087B7DF71,identity-vs-meaning discordant,ARR_1762927,KCNH2,ARR_1762927,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_0A91220121,identity-vs-meaning discordant,ARR_1795320,KCNH2,ARR_1795320,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_DDFD9FCD70,identity-vs-meaning discordant,ARR_970218,SCN5A,ARR_970218,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_DF3124A37C,identity-vs-meaning discordant,ARR_384090,CALM1,ARR_384090,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_0083192FE8,identity-vs-meaning discordant,ARR_389576,CALM3,ARR_389576,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,hidden_blinded_version
CABCASE_6838E76EAC,identity-vs-meaning discordant,ARR_1678112,ANK2,ARR_1678112,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,hidden_blinded_version
CABCASE_6F5B28D0FA,identity-vs-meaning discordant,ARR_1730458,SCN5A,ARR_1730458,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_5B2B55532A,identity-vs-meaning discordant,ARR_420260,KCNH2,ARR_420260,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_74B4F5B3A9,identity-vs-meaning discordant,ARR_519356,RYR2,ARR_519356,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_2345BE70B6,identity-vs-meaning discordant,ARR_1392890,SCN5A,ARR_1392890,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_A1E59419D3,identity-vs-meaning discordant,ARR_982634,RYR2,ARR_982634,,[hidden_for_adjudication],inherited_arrhythmia,pleiotropic_collision,direct_use,source identity accepted but disease-meaning portability failed,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_F5D6F38606,identity-vs-meaning discordant,ARR_423108,SCN5A,ARR_423108,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_F3F900D4AF,identity-vs-meaning discordant,ARR_1202184,KCNH2,ARR_1202184,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_335680CBE7,identity-vs-meaning discordant,ARR_523953,KCNH2,ARR_523953,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_582C13D5A5,identity-vs-meaning discordant,ARR_1187556,SCN5A,ARR_1187556,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_E00432A5D5,identity-vs-meaning discordant,ARR_1451878,SCN5A,ARR_1451878,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_6A6EC676D1,identity-vs-meaning discordant,ARR_817016,KCNQ1,ARR_817016,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_3F5A57723D,identity-vs-meaning discordant,ARR_374861,HCN4,ARR_374861,,[hidden_for_adjudication],inherited_arrhythmia,syndrome_organ_boundary,direct_use,source identity accepted but syndrome/developmental phenotype-domain concordance failed,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_FDF591B5F7,identity-vs-meaning discordant,ARR_426612,SCN5A,ARR_426612,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_A5C80D85FA,identity-vs-meaning discordant,ARR_817961,KCNH2,ARR_817961,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_6432B34B36,identity-vs-meaning discordant,ARR_1737836,SCN5A,ARR_1737836,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_61CDFFF38F,identity-vs-meaning discordant,ARR_1214422,CACNA1C,ARR_1214422,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_A6D532ADDA,identity-vs-meaning discordant,ARR_421358,SCN5A,ARR_421358,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_6F9BF5297A,identity-vs-meaning discordant,ARR_1695772,ANK2,ARR_1695772,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_73BB63181D,identity-vs-meaning discordant,ARR_1773663,RYR2,ARR_1773663,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_7590B13822,identity-vs-meaning discordant,ARR_372582,RYR2,ARR_372582,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_82AA98E3C9,identity-vs-meaning discordant,ARR_406426,SCN5A,ARR_406426,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_D3C437CBA1,identity-vs-meaning discordant,ARR_1452285,SCN5A,ARR_1452285,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_A11D91F218,identity-vs-meaning discordant,ARR_495746,KCNH2,ARR_495746,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_F497E5F0AA,identity-vs-meaning discordant,ARR_519501,KCNH2,ARR_519501,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_2F33E3D70C,identity-vs-meaning discordant,ARR_1755450,SCN5A,ARR_1755450,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_9CF4C08B03,identity-vs-meaning discordant,ARR_1344837,CACNA1C,ARR_1344837,,[hidden_for_adjudication],inherited_arrhythmia,pleiotropic_collision,contextual_repair,source identity accepted but disease-meaning portability failed,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,hidden_blinded_version
CABCASE_1E5EBFDCBF,identity-vs-meaning discordant,ARR_1068181,SCN5A,ARR_1068181,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_240BBB5089,identity-vs-meaning discordant,ARR_1743359,SCN5A,ARR_1743359,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_DC23642152,identity-vs-meaning discordant,ARR_432733,SCN5A,ARR_432733,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_F48F145757,identity-vs-meaning discordant,ARR_956404,SCN5A,ARR_956404,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_798C151888,identity-vs-meaning discordant,ARR_1733997,SCN5A,ARR_1733997,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_B4774BFD12,identity-vs-meaning discordant,ARR_373047,KCNH2,ARR_373047,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_2142E91085,identity-vs-meaning discordant,ARR_1213111,RYR2,ARR_1213111,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_A53CADF44A,high-risk future-drift predicted,CANCER_90957,MSH2,CANCER_90957,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_DD6E3AB76C,high-risk future-drift predicted,CANCER_433858,MLH1,CANCER_433858,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_3B810E7C39,high-risk future-drift predicted,CANCER_1767561,PMS2,CANCER_1767561,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_F0D854970F,high-risk future-drift predicted,CANCER_370103,ATM,CANCER_370103,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
