assertion_id,CPI_baseline_only,nonportability_score_baseline_only,CPI_tier_baseline_only,included_features,excluded_features_due_to_leakage
581669,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
579489,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
572344,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
570715,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
570494,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
568003,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
565724,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
560696,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
545950,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
526969,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
526968,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
526939,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
526932,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
526925,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
526908,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
524038,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
523953,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
523712,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
523697,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
520423,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519551,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519524,39.3846,60.6154,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519509,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519501,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519473,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519399,50.1538,49.8462,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519378,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519348,61.5385,38.4615,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519330,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519329,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519327,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519255,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519237,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519234,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519217,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
519204,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
503778,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
503735,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
503674,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
503672,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
503659,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
495746,61.5385,38.4615,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
489342,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
488895,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
488692,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456935,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456921,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456919,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456918,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456904,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456903,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456902,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456901,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456886,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
456876,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
446417,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
439845,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
431374,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
431036,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
430730,54.7692,45.2308,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
427945,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
427944,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
427076,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
426429,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
423753,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
423696,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
423015,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
421672,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
420923,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
420585,41.5385,58.4615,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
