assertion_id,domain,gene,baseline_condition_proxy,followup_condition_proxy,baseline_env_proxy,followup_env_proxy,disease_architecture_regime,VCEP_covered_gene,VCEP_or_CSpec_resource,cab_balanced_direct_use_allowed,disease_specific_expert_review_required,population_or_penetrance_review_required,external_proxy_agreement_label
CM_936719,cardiomyopathy,FLNC,,Hypertrophic cardiomyopathy 26;not provided;Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5,HCM,HCM,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1371318,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome;Hereditary cancer-predisposing syndrome,Ataxia-telangiectasia syndrome;Hereditary cancer-predisposing syndrome;Familial cancer of breast,pan-cancer / nonspecific cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_202007,cardiomyopathy,PKP2,,not provided,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1756162,hereditary_cancer,MLH1,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1457815,hereditary_cancer,MSH6,Hereditary nonpolyposis colorectal neoplasms,Hereditary nonpolyposis colorectal neoplasms,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CM_177899,cardiomyopathy,MYBPC3,,Hypertrophic cardiomyopathy,HCM,HCM,phenotype_anchored_monogenic,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,True,False,False,external_proxy_agrees_direct_use
CM_1072180,cardiomyopathy,FLNC,,Cardiovascular phenotype;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,HCM,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_1453429,cardiomyopathy,DSP,,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,ARVC/ACM,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_217958,hereditary_cancer,APC,not provided;Hereditary cancer-predisposing syndrome;Familial adenomatous polyposis 1,not provided;Hereditary cancer-predisposing syndrome;Familial adenomatous polyposis 1,colorectal cancer / polyposis,colorectal cancer / polyposis,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_392296,hereditary_cancer,PMS2,not provided;Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome,not provided;Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome;Lynch syndrome 4,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_266738,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1072512,hereditary_cancer,MSH6,Hereditary nonpolyposis colorectal neoplasms,Hereditary nonpolyposis colorectal neoplasms;Lynch syndrome 5,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_requires_disease_specific_interpretation
CANCER_1330057,hereditary_cancer,BRCA1,not provided;Hereditary breast ovarian cancer syndrome,not provided;Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_1076448,cardiomyopathy,LMNA,,Charcot-Marie-Tooth disease type 2,other/unknown,other/unknown,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
ARR_966649,inherited_arrhythmia,KCNQ1,long qt syndrome,long qt syndrome,LQTS,LQTS,syndrome_organ_boundary,True,ClinGen Potassium Channel Arrhythmia VCEP,True,False,False,external_proxy_agrees_direct_use
CANCER_1783003,hereditary_cancer,MLH1,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1073546,hereditary_cancer,MSH6,Hereditary nonpolyposis colorectal neoplasms,Hereditary nonpolyposis colorectal neoplasms,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1073254,hereditary_cancer,CHEK2,Familial cancer of breast,Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1456253,hereditary_cancer,MSH6,Hereditary nonpolyposis colorectal neoplasms,Hereditary nonpolyposis colorectal neoplasms,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_927272,hereditary_cancer,MUTYH,Hereditary cancer-predisposing syndrome;Breast carcinoma,Hereditary cancer-predisposing syndrome;Breast carcinoma;Familial adenomatous polyposis 2,breast cancer predisposition,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_requires_disease_specific_interpretation
CM_1359544,cardiomyopathy,DSC2,,Arrhythmogenic right ventricular dysplasia 11,other/unknown,other/unknown,phenotype_anchored_monogenic,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_220510,hereditary_cancer,MSH2,Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome;not provided,Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome;not provided;Lynch syndrome 1,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_125980,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_91276,hereditary_cancer,PMS2,Lynch syndrome,Lynch syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_221912,hereditary_cancer,ATM,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome;Ataxia-telangiectasia syndrome;Familial cancer of breast,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CM_44885,cardiomyopathy,DSP,,"Primary dilated cardiomyopathy;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis",ARVC/ACM,ARVC/ACM,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_267666,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_417601,hereditary_cancer,BRCA1,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_285337,cardiomyopathy,DES,,not provided;Desmin-related myofibrillar myopathy,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_43648,cardiomyopathy,TNNT2,,"Hypertrophic cardiomyopathy;Dilated cardiomyopathy 1D;Cardiomyopathy, familial restrictive, 3;Hypertrophic cardiomyopathy 2;Cardiovascular phenotype;not provided",HCM,HCM,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1788465,hereditary_cancer,MSH2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_832184,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome,syndromic cancer predisposition,syndromic cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1457253,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome,syndromic cancer predisposition,syndromic cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_822893,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CANCER_1732140,hereditary_cancer,MLH1,Hereditary cancer-predisposing syndrome,"Hereditary cancer-predisposing syndrome;Colorectal cancer, hereditary nonpolyposis, type 2",pan-cancer / nonspecific cancer predisposition,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_518538,cardiomyopathy,PKP2,,Cardiovascular phenotype,other/unknown,other/unknown,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_12423,cardiomyopathy,TNNI3,,"Cardiomyopathy, familial restrictive, 1;Hypertrophic cardiomyopathy 7",HCM,HCM,phenotype_anchored_monogenic,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_574231,hereditary_cancer,MSH2,Hereditary nonpolyposis colorectal neoplasms,Hereditary nonpolyposis colorectal neoplasms;Lynch syndrome 1,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_requires_disease_specific_interpretation
ARR_1472640,inherited_arrhythmia,RYR2,catecholaminergic polymorphic ventricular tachycardia,catecholaminergic polymorphic ventricular tachycardia 1,CPVT,CPVT,structural_functional_overlap,True,ClinGen Sodium/Calcium Channel Arrhythmia VCEP or CPVT/calmodulinopathy scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1732226,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Lynch syndrome 5,pan-cancer / nonspecific cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_132925,cardiomyopathy,MYH7,,"Familial cardiomyopathy;Left ventricular noncompaction cardiomyopathy;Hypertrophic cardiomyopathy;Dilated cardiomyopathy 1S;not provided;Primary dilated cardiomyopathy;Myosin storage myopathy;Hypertrophic cardiomyopathy 1;Myopathy, myosin storage, autosomal recessive;MYH7-related skeletal myopathy",LVNC,LVNC,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_664095,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome,syndromic cancer predisposition,syndromic cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_141667,hereditary_cancer,MSH6,not specified;Hereditary cancer-predisposing syndrome;not provided;Hereditary nonpolyposis colorectal neoplasms,not specified;Hereditary cancer-predisposing syndrome;not provided;Hereditary nonpolyposis colorectal neoplasms;Lynch syndrome 5;Endometrial carcinoma,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1458215,hereditary_cancer,APC,Familial adenomatous polyposis 1,Familial adenomatous polyposis 1;Hereditary cancer-predisposing syndrome,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1736195,hereditary_cancer,APC,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_548420,hereditary_cancer,BRCA2,"Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome","Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1744759,hereditary_cancer,MSH2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_925054,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome,pan-cancer / nonspecific cancer predisposition,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1505734,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_843611,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome;Familial cancer of breast,syndromic cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_requires_disease_specific_interpretation
CANCER_254604,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_526000,hereditary_cancer,MSH6,Hereditary nonpolyposis colorectal neoplasms,Hereditary nonpolyposis colorectal neoplasms,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_960787,hereditary_cancer,APC,Familial adenomatous polyposis 1,Familial adenomatous polyposis 1,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_96891,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1076052,hereditary_cancer,PTEN,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome / Cowden,PTEN hamartoma tumor syndrome / Cowden,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_89566,hereditary_cancer,MSH6,Lynch syndrome;Endometrial carcinoma,Lynch syndrome;Endometrial carcinoma;Lynch syndrome 5,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_89388,hereditary_cancer,MSH6,Lynch syndrome,Lynch syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_841473,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome;not provided,Hereditary breast ovarian cancer syndrome;not provided;Hereditary cancer-predisposing syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1789366,hereditary_cancer,MSH2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Lynch syndrome 1,pan-cancer / nonspecific cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_428445,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms,Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms;not provided;Lynch syndrome 5,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1782689,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,"Hereditary cancer-predisposing syndrome;Breast-ovarian cancer, familial, susceptibility to, 2;Familial cancer of breast;Hereditary breast ovarian cancer syndrome",pan-cancer / nonspecific cancer predisposition,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_431303,hereditary_cancer,BRCA2,"Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 2","Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_266717,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_90849,hereditary_cancer,MSH2,Mismatch repair cancer syndrome 2,Mismatch repair cancer syndrome 2;Hereditary nonpolyposis colorectal neoplasms,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_186548,hereditary_cancer,CHEK2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Familial cancer of breast,pan-cancer / nonspecific cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CANCER_492218,hereditary_cancer,PALB2,Hereditary cancer-predisposing syndrome;Familial cancer of breast,Hereditary cancer-predisposing syndrome;Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1770426,hereditary_cancer,MSH2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_486900,hereditary_cancer,MSH6,"Hereditary cancer-predisposing syndrome;Colorectal cancer, hereditary nonpolyposis, type 5",Hereditary cancer-predisposing syndrome;Lynch syndrome 5;Hereditary nonpolyposis colorectal neoplasms,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_663530,hereditary_cancer,MSH2,Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome,Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome;Lynch syndrome 1,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1764111,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_830863,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_842063,hereditary_cancer,CHEK2,Familial cancer of breast,Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CM_66817,cardiomyopathy,LMNA,,not provided;Charcot-Marie-Tooth disease type 2;8 conditions;Cardiovascular phenotype,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1068886,hereditary_cancer,BRCA1,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_409521,hereditary_cancer,BRCA2,"Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome;Breast-ovarian cancer, familial, susceptibility to, 2","Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome;Breast-ovarian cancer, familial, susceptibility to, 2;Familial cancer of breast;Familial colorectal cancer type X;not provided",hereditary breast/ovarian cancer,colorectal cancer / polyposis,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1454992,hereditary_cancer,CHEK2,Familial cancer of breast,Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_91192,hereditary_cancer,MSH2,Lynch syndrome,Lynch syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CM_191581,cardiomyopathy,PKP2,,Arrhythmogenic right ventricular cardiomyopathy;Arrhythmogenic right ventricular dysplasia 9,ARVC/ACM,ARVC/ACM,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_818537,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_96897,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
